project_id,pic,partner_role,pillar_abbr,pillar_descr,thematic_priority_abbr,signature_date,call_deadline_date,eu_contribution,legal_name,legal_short_name,legal_entity_type,country_code,legal_url,ec_contribution,net_ec_contribution,project_acronym,thematic_priority,topic_code,topic_description,participations,framework_programme,start_date,end_date,legal_basis,funding_scheme,country,re_contribution,pillar,signature_year,call_year,start_year
215030,999775024,Participant,NA,NA,NA,NA,NA,NA,HYPERSTONE GMBH,HYPERSTONE,PRC,DE,NA,514731,NA,ELITE,Information and Communication Technologies,ICT-2007.3.1,Next-generation nanoelectronic components and electronics integration,6,FP7,2007-11-01,2011-08-31,FP7-ICT,CP,Germany,514731,NA,NA,NA,2007
215030,999750774,Participant,NA,NA,NA,NA,NA,NA,Numonyx Italy Srl,MIY,PRC,IT,NA,389568,NA,ELITE,Information and Communication Technologies,ICT-2007.3.1,Next-generation nanoelectronic components and electronics integration,6,FP7,2007-11-01,2011-08-31,FP7-ICT,CP,Italy,389568,NA,NA,NA,2007
215030,999840984,Participant,NA,NA,NA,NA,NA,NA,UNIVERSITY OF LANCASTER,Lancaster University,HES,UK,www.lancaster.ac.uk,414167,NA,ELITE,Information and Communication Technologies,ICT-2007.3.1,Next-generation nanoelectronic components and electronics integration,6,FP7,2007-11-01,2011-08-31,FP7-ICT,CP,United Kingdom,414167,NA,NA,NA,2007
208245,999990267,Coordinator,NA,NA,NA,NA,NA,NA,MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,MPG,REC,DE,http://www.mpg.de,100000,NA,SUBGRID-SCALE CLOUDS,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-09-01,2011-08-31,FP7-PEOPLE,MC-IRG,Germany,100000,NA,NA,NA,2007
216746,999876874,Participant,NA,NA,NA,NA,NA,NA,LULEA TEKNISKA UNIVERSITET,LTU,HES,SE,http://www.ltu.se,302900,NA,PROTAGE,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,8,FP7,2007-11-01,2010-10-31,FP7-ICT,CP,Sweden,302900,NA,NA,NA,2007
216746,999685493,Participant,NA,NA,NA,NA,NA,NA,EASY INNOVA S.L.,EASYINNOVA,PRC,ES,NA,270310,NA,PROTAGE,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,8,FP7,2007-11-01,2010-10-31,FP7-ICT,CP,Spain,270310,NA,NA,NA,2007
216746,972364473,Participant,NA,NA,NA,NA,NA,NA,LATTANZIO LEARNING SPA,Lattanzio,PRC,IT,http://www.lattanziogroup.eu/en/learning.html,254289,NA,PROTAGE,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,8,FP7,2007-11-01,2010-10-31,FP7-ICT,CP,Italy,254289,NA,NA,NA,2007
216746,999984059,Participant,NA,NA,NA,NA,NA,NA,FRAUNHOFER-GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V,IPA-BT,REC,DE,http://www.fraunhofer.de,270058,NA,PROTAGE,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,8,FP7,2007-11-01,2010-10-31,FP7-ICT,CP,Germany,270058,NA,NA,NA,2007
216746,999953213,Participant,NA,NA,NA,NA,NA,NA,GIUNTI LABS SRL,GIUNTI,PRC,IT,NA,0,NA,PROTAGE,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,8,FP7,2007-11-01,2010-10-31,FP7-ICT,CP,Italy,0,NA,NA,NA,2007
216746,999618466,Coordinator,NA,NA,NA,NA,NA,NA,RIKSARKIVET,RA,PUB,SE,http://www.protage.eu/,439340,NA,PROTAGE,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,8,FP7,2007-11-01,2010-10-31,FP7-ICT,CP,Sweden,439340,NA,NA,NA,2007
216746,999603528,Participant,NA,NA,NA,NA,NA,NA,RAHVUSARHIIV,"NAE",PUB,EE,NA,226960,NA,PROTAGE,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,8,FP7,2007-11-01,2010-10-31,FP7-ICT,CP,Estonia,226960,NA,NA,NA,2007
216746,999899766,Participant,NA,NA,NA,NA,NA,NA,UNIVERSITY OF BRADFORD,University of Bradford,HES,UK,http://www.bradford.ac.uk/external/,206600,NA,PROTAGE,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,8,FP7,2007-11-01,2010-10-31,FP7-ICT,CP,United Kingdom,206600,NA,NA,NA,2007
208019,999901609,Coordinator,NA,NA,NA,NA,NA,NA,TEL AVIV UNIVERSITY,TAU,HES,IL,http://www.tau.ac.il/,100000,NA,SAHARONIRG,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-10-01,2011-09-30,FP7-PEOPLE,MC-IRG,Israel,100000,NA,NA,NA,2007
201098,999978336,Coordinator,NA,NA,NA,NA,NA,NA,UNIVERSITY OF YORK.,UoY,HES,UK,http://www.york.ac.uk/,100000,NA,PROTEIN SORTING,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-09-03,2011-09-02,FP7-PEOPLE,MC-IRG,United Kingdom,100000,NA,NA,NA,2007
225454,999906653,Coordinator,NA,NA,NA,NA,NA,NA,"MINISTRSTVO ZA VISOKO SOLSTVO, ZNANOST IN TEHNOLOGIJO",MHEST,PUB,SI,http://www.mvzt.gov.si,91611,NA,INFRASTRUCTURE-ERA,Research Infrastructures,INFRA,Research Infrastructures,1,FP7,2007-12-01,2008-06-30,FP7-INFRASTRUCTURES,CSA-SA,Slovenia,91611,NA,NA,NA,2007
209871,999882500,Coordinator,NA,NA,NA,NA,NA,NA,BOGAZICI UNIVERSITESI,BOUN,HES,TR,http://www.boun.edu.tr,100000,NA,URBANQUAKE,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-09-01,2011-08-31,FP7-PEOPLE,MC-IRG,Turkey,100000,NA,NA,NA,2007
217838,999578696,Participant,NA,NA,NA,NA,NA,NA,NEMZETI KUTATASI FEJLESZTESI ES INNOVACIOS HIVATAL,NKTH,PUB,HU,http://www.nkfih.gov.hu,6313,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Hungary,6313,NA,NA,NA,2007
217838,999827016,Participant,NA,NA,NA,NA,NA,NA,"GENIKI GRAMMATIA EREVNAS KAI TECHNOLOGIAS, YPOURGIO PAIDIAS, DIA VIOU MATHISIS & THRISKEVMATON",GSRT,PUB,EL,http://www.gsrt.gr,7490,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Greece,7490,NA,NA,NA,2007
217838,999510020,Participant,NA,NA,NA,NA,NA,NA,CENTRO PARA EL DESARROLLO TECNOLOGICO INDUSTRIAL.,CDTI,PUB,ES,http://www.cdti.es,10365.63,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Spain,10365.63,NA,NA,NA,2007
217838,999725457,Participant,NA,NA,NA,NA,NA,NA,ZENIT ZENTRUM FUR INNOVATION UND TECHNIK IN NORDRHEIN-WESTFALEN GMBH,ZENIT ZENTRUM FUR INNOVATION UND TECHNIK IN NORDRHEIN-WESTFALEN GMBH,PRC,DE,www.zenit.de,23433,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Germany,23433,NA,NA,NA,2007
217838,999547268,Participant,NA,NA,NA,NA,NA,NA,RANNSOKNAMIDSTOD ISLANDS,RANNIS,PUB,IS,http://www.rannis.is,10090.1,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Iceland,10090.1,NA,NA,NA,2007
217838,999566183,Participant,NA,NA,NA,NA,NA,NA,TURKISH RESEARCH AND BUSINESS ORGANIZATIONS,TURBO,OTH,BE,http://www.turboppp.org,16906,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Belgium,16906,NA,NA,NA,2007
217838,999946035,Participant,NA,NA,NA,NA,NA,NA,RESEARCH PROMOTION FOUNDATION,RPF,OTH,CY,http://www.research.org.cy,7169,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Cyprus,7169,NA,NA,NA,2007
217838,999641358,Participant,NA,NA,NA,NA,NA,NA,"MINISTERO DELL'ISTRUZIONE, DELL'UNIVERSITA' E DELLA RICERCA",MIUR,PUB,IT,http://www.istruzione.it,53500,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Italy,53500,NA,NA,NA,2007
217838,999832254,Participant,NA,NA,NA,NA,NA,NA,AUTORITATEA NATIONALA PENTRU CERCETARE STIINTIFICA,ANCS,PUB,RO,http://www.ancs.ro,4280,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Romania,4280,NA,NA,NA,2007
217838,999918390,Participant,NA,NA,NA,NA,NA,NA,LUXINNOVATION GIE,Luxinnovation,OTH,LU,http://www.luxinnovation.lu,7490,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Luxembourg,7490,NA,NA,NA,2007
217838,999549693,Participant,NA,NA,NA,NA,NA,NA,AGENCE BRUXELLOISE POUR L'ENTREPRISE,BEA,OTH,BE,http://www.abe.irisnet.be,16585,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Belgium,16585,NA,NA,NA,2007
217838,999796946,Participant,NA,NA,NA,NA,NA,NA,ENTERPRISE IRELAND,EI,PUB,IE,http://www.enterprise-ireland.com,36380,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Ireland,36380,NA,NA,NA,2007
217838,999941476,Participant,NA,NA,NA,NA,NA,NA,"ANI - AGENCIA NACIONAL DE INOVACAO, SA",ADI,PRC,PT,http://www.aninov.pt,4280,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Portugal,4280,NA,NA,NA,2007
217838,999957966,Coordinator,NA,NA,NA,NA,NA,NA,OSEO Innovation,OSEO,PRC,FR,www.oseo.fr,115263.27,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,France,115263.27,NA,NA,NA,2007
217838,999814600,Participant,NA,NA,NA,NA,NA,NA,SENTERNOVEM,EGL,PUB,NL,http://www.egl.nl/,10700,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Netherlands,10700,NA,NA,NA,2007
217838,999618757,Participant,NA,NA,NA,NA,NA,NA,VERKET FÖR INNOVATIONSSYSTEM,VINNOVA,PUB,SE,http://www.vinnova.se,38520,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Sweden,38520,NA,NA,NA,2007
217838,999813048,Participant,NA,NA,NA,NA,NA,NA,MINISTERSTWO NAUKI I SZKOLNICTWA WYZSZEGO,MSHE,PUB,PL,http://www.nauka.gov.pl,4173,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Poland,4173,NA,NA,NA,2007
217838,999656878,Participant,NA,NA,NA,NA,NA,NA,AGENTSCHAP VOOR INNOVATIE DOOR WETENSCHAP EN TECHNOLOGIE,IWT,PUB,BE,http://www.iwt.be,11235,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Belgium,11235,NA,NA,NA,2007
217838,999590142,Participant,NA,NA,NA,NA,NA,NA,"MATIMOP, ISRAELI INDUSTRY CENTER FOR RESEARCH & DEVELOPMENT",ISERD,PUB,IL,http://www.matimop.org.il,19260,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Israel,19260,NA,NA,NA,2007
217838,999460453,Participant,NA,NA,NA,NA,NA,NA,NORGES FORSKNINGSRAD,RCN,PUB,NO,http://www.rcn.no,10165,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Norway,10165,NA,NA,NA,2007
217838,999571033,Participant,NA,NA,NA,NA,NA,NA,HLP DEVELOPMENT,HLP,PRC,FR,www.hlpdeveloppement.fr,28890,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,France,28890,NA,NA,NA,2007
217838,999777934,Participant,NA,NA,NA,NA,NA,NA,KTU REGIONINIS MOKSLO PARKAS,KTC,PRC,LT,www.ktc.lt,4815,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Lithuania,4815,NA,NA,NA,2007
217838,999744954,Participant,NA,NA,NA,NA,NA,NA,BETA TECHNOLOGY LTD,BETA,PRC,UK,http://www.betatechnology.co.uk,28248,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,United Kingdom,28248,NA,NA,NA,2007
217838,999570354,Participant,NA,NA,NA,NA,NA,NA,MALTA ENTERPRISE,ME,PUB,MT,www.maltaenterprise.com,4815,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Malta,4815,NA,NA,NA,2007
217838,999914122,Participant,NA,NA,NA,NA,NA,NA,SLOVAK BUSINESS AGENCY,SLOVENSKA PODNIKATEL'SKA AGENTURA,OTH,SK,www.nadsme.sk,5189.5,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Slovakia,5189.5,NA,NA,NA,2007
217838,999507207,Participant,NA,NA,NA,NA,NA,NA,OESTERREICHISCHE FORSCHUNGSFOERDERUNGSGESELLSCHAFT MBH,FFG,PUB,AT,http://www.ffg.at,13642.5,NA,FP7 SMES EA SCHEME,Research for the benefit of SMEs,SME,Research for the benefit of SMEs,26,FP7,2007-12-01,2008-06-30,FP7-SME,CSA-SA,Austria,13642.5,NA,NA,NA,2007
200214,999577532,Coordinator,NA,NA,NA,NA,NA,NA,HELLENIC CENTRE FOR MARINE RESEARCH,HCMR,REC,EL,http://www.hcmr.gr,40000,NA,2007UWM,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,1,FP7,2007-07-01,2007-10-31,FP7-PEOPLE,CSA-SA,Greece,40000,NA,NA,NA,2007
219177,999992304,Coordinator,NA,NA,NA,NA,NA,NA,JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,JRC,REC,BE,https://ec.europa.eu/jrc,328239,NA,NETWATCH,General Activities,ERANET.2007.2,ERA-NET Conferences and other support actions,1,FP7,2007-12-15,2008-12-14,FP7-GA,CSA-SA,Belgium,328239,NA,NA,NA,2007
200190,999532718,Participant,NA,NA,NA,NA,NA,NA,TECHMANIA SCIENCE CENTER OPS,TECHMANIA,OTH,CZ,www.techmania.cz,15117,NA,RN07CZECHREP,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,5,FP7,2007-06-01,2007-11-30,FP7-PEOPLE,CSA-SA,Czechia,15117,NA,NA,NA,2007
200190,999880657,Participant,NA,NA,NA,NA,NA,NA,Masarykova univerzita,MU,HES,CZ,http://www.muni.cz,12402,NA,RN07CZECHREP,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,5,FP7,2007-06-01,2007-11-30,FP7-PEOPLE,CSA-SA,Czechia,12402,NA,NA,NA,2007
200190,999512445,Participant,NA,NA,NA,NA,NA,NA,AKADEMIE VED CESKE REPUBLIKY,AVCR,REC,CZ,www.avcr.cz,11754,NA,RN07CZECHREP,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,5,FP7,2007-06-01,2007-11-30,FP7-PEOPLE,CSA-SA,Czechia,11754,NA,NA,NA,2007
200190,999873091,Participant,NA,NA,NA,NA,NA,NA,VYSOKE UCENI TECHNICKE V BRNE,BRNO UNIVERSITY OF TECHNOLOGY,HES,CZ,http://www.vutbr.cz,9540,NA,RN07CZECHREP,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,5,FP7,2007-06-01,2007-11-30,FP7-PEOPLE,CSA-SA,Czechia,9540,NA,NA,NA,2007
200190,999934492,Coordinator,NA,NA,NA,NA,NA,NA,"Caneton, s.r.o.",CNT,PRC,CZ,www.ceskahlava.cz,14335,NA,RN07CZECHREP,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,5,FP7,2007-06-01,2007-11-30,FP7-PEOPLE,CSA-SA,Czechia,14335,NA,NA,NA,2007
200257,999903646,Coordinator,NA,NA,NA,NA,NA,NA,UNIVERZA V MARIBORU,UM,HES,SI,http://www.um.si,61518,NA,RES-ART,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,2,FP7,2007-05-01,2007-11-30,FP7-PEOPLE,CSA-SA,Slovenia,61518,NA,NA,NA,2007
200257,999927217,Participant,NA,NA,NA,NA,NA,NA,Slovenska znanstvena fundacija / Slovenian Science Foundation,SZF,PUB,SI,www.ustanova-szf.si,11066,NA,RES-ART,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,2,FP7,2007-05-01,2007-11-30,FP7-PEOPLE,CSA-SA,Slovenia,11066,NA,NA,NA,2007
215007,999752035,Participant,NA,NA,NA,NA,NA,NA,FTW FORSCHUNGSZENTRUM TELEKOMMUNIKATION WIEN GMBH,FTW,REC,AT,www.ftw.at,177270,NA,M:CIUDAD,Information and Communication Technologies,ICT-2007.1.2,"Service and software architectures, infrastructures and engineering",10,FP7,2007-12-01,2010-11-30,FP7-ICT,CP,Austria,177270,NA,NA,NA,2007
215007,999604110,Coordinator,NA,NA,NA,NA,NA,NA,FUNDACION TECNALIA RESEARCH & INNOVATION,TECNALIA,REC,ES,http://www.tecnalia.com,0,NA,M:CIUDAD,Information and Communication Technologies,ICT-2007.1.2,"Service and software architectures, infrastructures and engineering",10,FP7,2007-12-01,2010-11-30,FP7-ICT,CP,Spain,0,NA,NA,NA,2007
215007,999607602,Participant,NA,NA,NA,NA,NA,NA,DEUTSCHES FORSCHUNGSZENTRUM FUR KUNSTLICHE INTELLIGENZ GMBH,DFKI,REC,DE,http://www.dfki.de,312531,NA,M:CIUDAD,Information and Communication Technologies,ICT-2007.1.2,"Service and software architectures, infrastructures and engineering",10,FP7,2007-12-01,2010-11-30,FP7-ICT,CP,Germany,312531,NA,NA,NA,2007
215007,999910824,Participant,NA,NA,NA,NA,NA,NA,TELEFONICA INVESTIGACION Y DESARROLLO SA,TID,PRC,ES,http://www.tid.es,409305,NA,M:CIUDAD,Information and Communication Technologies,ICT-2007.1.2,"Service and software architectures, infrastructures and engineering",10,FP7,2007-12-01,2010-11-30,FP7-ICT,CP,Spain,409305,NA,NA,NA,2007
215007,999912182,Participant,NA,NA,NA,NA,NA,NA,ALCATEL VACCUM TECHNOLOGY FRANCE SAS,ALF,PRC,FR,NA,0,NA,M:CIUDAD,Information and Communication Technologies,ICT-2007.1.2,"Service and software architectures, infrastructures and engineering",10,FP7,2007-12-01,2010-11-30,FP7-ICT,CP,France,0,NA,NA,NA,2007
215007,996377696,Participant,NA,NA,NA,NA,NA,NA,NOKIA BELL LABS FRANCE,NBLF,PRC,FR,http://www.ict-etics.eu/,336862,NA,M:CIUDAD,Information and Communication Technologies,ICT-2007.1.2,"Service and software architectures, infrastructures and engineering",10,FP7,2007-12-01,2010-11-30,FP7-ICT,CP,France,336862,NA,NA,NA,2007
215007,999980858,Participant,NA,NA,NA,NA,NA,NA,FUNDACION ROBOTIKER,Tecnalia-Rbtk,REC,ES,www.robotiker.com,471889,NA,M:CIUDAD,Information and Communication Technologies,ICT-2007.1.2,"Service and software architectures, infrastructures and engineering",10,FP7,2007-12-01,2010-11-30,FP7-ICT,CP,Spain,471889,NA,NA,NA,2007
215007,999985223,Participant,NA,NA,NA,NA,NA,NA,UNIVERSITY OF SURREY,SURREY,HES,UK,http://www.surrey.ac.uk,260561,NA,M:CIUDAD,Information and Communication Technologies,ICT-2007.1.2,"Service and software architectures, infrastructures and engineering",10,FP7,2007-12-01,2010-11-30,FP7-ICT,CP,United Kingdom,260561,NA,NA,NA,2007
215007,999901706,Participant,NA,NA,NA,NA,NA,NA,VALTION TEKNILLINEN TUTKIMUSKESKUS,VTT,REC,FI,http://www.vtt.fi,368123,NA,M:CIUDAD,Information and Communication Technologies,ICT-2007.1.2,"Service and software architectures, infrastructures and engineering",10,FP7,2007-12-01,2010-11-30,FP7-ICT,CP,Finland,368123,NA,NA,NA,2007
215007,999775412,Participant,NA,NA,NA,NA,NA,NA,YDREAMS - INFORMATICA S.A.,YDRE,PRC,PT,NA,304325,NA,M:CIUDAD,Information and Communication Technologies,ICT-2007.1.2,"Service and software architectures, infrastructures and engineering",10,FP7,2007-12-01,2010-11-30,FP7-ICT,CP,Portugal,304325,NA,NA,NA,2007
200197,999979306,Participant,NA,NA,NA,NA,NA,NA,WEIZMANN INSTITUTE OF SCIENCE,Weizmann,HES,IL,http://www.weizmann.ac.il,15000,NA,ISRANOS,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,10,FP7,2007-07-01,2008-01-31,FP7-PEOPLE,CSA-SA,Israel,15000,NA,NA,NA,2007
200197,999925568,Participant,NA,NA,NA,NA,NA,NA,Bloomfield Science Museum Jerusalem (BSMJ),BSMJ,HES,IL,www.mada.org.il,15000,NA,ISRANOS,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,10,FP7,2007-07-01,2008-01-31,FP7-PEOPLE,CSA-SA,Israel,15000,NA,NA,NA,2007
200197,999535143,Participant,NA,NA,NA,NA,NA,NA,"ISRAEL NATIONAL MUSEUM OF SCIENCE, TECHNOLOGY AND SPACE DANIEL AND MATILDE RECANATI CENTER",MADATECH,PUB,IL,www.mustsee,15000,NA,ISRANOS,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,10,FP7,2007-07-01,2008-01-31,FP7-PEOPLE,CSA-SA,Israel,15000,NA,NA,NA,2007
200197,999886574,Participant,NA,NA,NA,NA,NA,NA,BAR ILAN UNIVERSITY,BIU,HES,IL,http://www.biu.ac.il,15000,NA,ISRANOS,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,10,FP7,2007-07-01,2008-01-31,FP7-PEOPLE,CSA-SA,Israel,15000,NA,NA,NA,2007
200197,975606601,Participant,NA,NA,NA,NA,NA,NA,"The Davidson Institute of Science, Weitzmann Institute of Science",CLORE,PRC,IL,http://www.weizmann.ac/davidson,15000,NA,ISRANOS,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,10,FP7,2007-07-01,2008-01-31,FP7-PEOPLE,CSA-SA,Israel,15000,NA,NA,NA,2007
200197,999820517,Coordinator,NA,NA,NA,NA,NA,NA,"THE ISRAELI MINISTRY OF SCIENCE, CULTURE AND SPORT",MOST,PUB,IL,http://www.most.gov.il,5003,NA,ISRANOS,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,10,FP7,2007-07-01,2008-01-31,FP7-PEOPLE,CSA-SA,Israel,5003,NA,NA,NA,2007
200197,999901609,Participant,NA,NA,NA,NA,NA,NA,TEL AVIV UNIVERSITY,TAU,HES,IL,http://www.tau.ac.il/,15000,NA,ISRANOS,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,10,FP7,2007-07-01,2008-01-31,FP7-PEOPLE,CSA-SA,Israel,15000,NA,NA,NA,2007
200197,999975038,Participant,NA,NA,NA,NA,NA,NA,THE HEBREW UNIVERSITY OF JERUSALEM,THE HEBREW UNIVERSITY OF JERUSALEM,HES,IL,http://www.huji.ac.il,15000,NA,ISRANOS,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,10,FP7,2007-07-01,2008-01-31,FP7-PEOPLE,CSA-SA,Israel,15000,NA,NA,NA,2007
200197,999907720,Participant,NA,NA,NA,NA,NA,NA,TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY,Technion,HES,IL,http://www.technion.ac.il,15000,NA,ISRANOS,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,10,FP7,2007-07-01,2008-01-31,FP7-PEOPLE,CSA-SA,Israel,15000,NA,NA,NA,2007
200197,999738358,Participant,NA,NA,NA,NA,NA,NA,"MIGAL GALILEE TECHNOLOGY CENTER, LTD",MIGAL,PRC,IL,http://www.migal.org.il,14997,NA,ISRANOS,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,10,FP7,2007-07-01,2008-01-31,FP7-PEOPLE,CSA-SA,Israel,14997,NA,NA,NA,2007
203340,999901609,Coordinator,NA,NA,NA,NA,NA,NA,TEL AVIV UNIVERSITY,TAU,HES,IL,http://www.tau.ac.il/,100000,NA,STOCK REPURCHASES,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-10-01,2011-09-30,FP7-PEOPLE,MC-IRG,Israel,100000,NA,NA,NA,2007
