framework_programme,call_id,topic_code,topic_descr,project_id,cordis_link,project_acronym,project_title,partner_role,partner_type,pic,legal_entity_vat,legal_name,legal_entity_type,legal_entity_type_descr,city,nuts_3_code,nuts_3_name,country_code,country,eu_contribution,h2020_net_eu_contribution,h2020_total_cost,signature_date,call_deadline_date,thematic_priority_abbr,thematic_priority_descr,sme_flag,project_start_date,project_end_date,pillar_abbr,pillar_descr,simplified_type_of_action,focus_area,call_year
H2020,H2020-LC-GD-2020-3,LC-GD-8-1-2020,"Innovative, systemic zero-pollution solutions to protect health, environment and natural resources from persistent and mobile chemicals",101037509,http://cordis.europa.eu/project/id/101037509,SCENARIOS,"Strategies for health protection, pollution Control and Elimination of Next generAtion RefractIve Organic chemicals from the Soil, vadose zone and water",PARTICIPANT,BENEFICIARY,958106443,IT03185320540,"POLO D'INNOVAZIONE DI GENOMICA, GENETICA E BIOLOGIA SCARL",PRC,Private for profit (excl. education),SIENA,ITI19,Siena,IT,Italy,664250,664250,664250,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-1-2020,"Innovative, systemic zero-pollution solutions to protect health, environment and natural resources from persistent and mobile chemicals",101037509,http://cordis.europa.eu/project/id/101037509,SCENARIOS,"Strategies for health protection, pollution Control and Elimination of Next generAtion RefractIve Organic chemicals from the Soil, vadose zone and water",PARTICIPANT,BENEFICIARY,998323516,CY10164329G,NOVAMECHANICS LIMITED,PRC,Private for profit (excl. education),NICOSIA,CY000,Κύπρος,CY,Cyprus,494625,494625,494625,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-1-2020,"Innovative, systemic zero-pollution solutions to protect health, environment and natural resources from persistent and mobile chemicals",101037509,http://cordis.europa.eu/project/id/101037509,SCENARIOS,"Strategies for health protection, pollution Control and Elimination of Next generAtion RefractIve Organic chemicals from the Soil, vadose zone and water",PARTICIPANT,BENEFICIARY,998771171,-,BUNDESINSTITUT FUER RISIKOBEWERTUNG,REC,Research organisations,BERLIN,DE300,Berlin,DE,Germany,678375,678375,678375,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-1-2020,"Innovative, systemic zero-pollution solutions to protect health, environment and natural resources from persistent and mobile chemicals",101037509,http://cordis.europa.eu/project/id/101037509,SCENARIOS,"Strategies for health protection, pollution Control and Elimination of Next generAtion RefractIve Organic chemicals from the Soil, vadose zone and water",PARTICIPANT,BENEFICIARY,999840208,ESQ1368009E,UNIVERSIDAD DE CASTILLA - LA MANCHA,HES,Higher or secondary education,CIUDAD REAL,ES422,Ciudad Real,ES,Spain,449625,449625,449625,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-1-2020,"Innovative, systemic zero-pollution solutions to protect health, environment and natural resources from persistent and mobile chemicals",101037509,http://cordis.europa.eu/project/id/101037509,SCENARIOS,"Strategies for health protection, pollution Control and Elimination of Next generAtion RefractIve Organic chemicals from the Soil, vadose zone and water",PARTICIPANT,BENEFICIARY,999846222,IL500701644,BEN-GURION UNIVERSITY OF THE NEGEV,HES,Higher or secondary education,BEER SHEVA,-,Not available,IL,Israel,1519297.5,1519297.5,1519297.5,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-1-2020,"Innovative, systemic zero-pollution solutions to protect health, environment and natural resources from persistent and mobile chemicals",101037509,http://cordis.europa.eu/project/id/101037509,SCENARIOS,"Strategies for health protection, pollution Control and Elimination of Next generAtion RefractIve Organic chemicals from the Soil, vadose zone and water",PARTICIPANT,BENEFICIARY,999863585,IT00646640755,UNIVERSITA DEL SALENTO,HES,Higher or secondary education,LECCE,ITF45,Lecce,IT,Italy,773665,773665,773665,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-1-2020,"Innovative, systemic zero-pollution solutions to protect health, environment and natural resources from persistent and mobile chemicals",101037509,http://cordis.europa.eu/project/id/101037509,SCENARIOS,"Strategies for health protection, pollution Control and Elimination of Next generAtion RefractIve Organic chemicals from the Soil, vadose zone and water",PARTICIPANT,BENEFICIARY,999907526,GB729856187,THE UNIVERSITY OF BIRMINGHAM,HES,Higher or secondary education,BIRMINGHAM,UKG31,Birmingham,UK,United Kingdom,587478.75,587478.75,587478.75,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-1-2020,"Innovative, systemic zero-pollution solutions to protect health, environment and natural resources from persistent and mobile chemicals",101037509,http://cordis.europa.eu/project/id/101037509,SCENARIOS,"Strategies for health protection, pollution Control and Elimination of Next generAtion RefractIve Organic chemicals from the Soil, vadose zone and water",PARTICIPANT,BENEFICIARY,999978142,EL099793475,"NATIONAL TECHNICAL UNIVERSITY OF ATHENS - NTUA",HES,Higher or secondary education,ATHINA,EL303,Κεντρικός Τομέας Αθηνών,EL,Greece,503250,503250,503250,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-1-2020,"Innovative, systemic zero-pollution solutions to protect health, environment and natural resources from persistent and mobile chemicals",101037509,http://cordis.europa.eu/project/id/101037509,SCENARIOS,"Strategies for health protection, pollution Control and Elimination of Next generAtion RefractIve Organic chemicals from the Soil, vadose zone and water",PARTICIPANT,BENEFICIARY,999995893,EL090101655,IDRYMA TECHNOLOGIAS KAI EREVNAS,REC,Research organisations,IRAKLEIO,EL431,Ηράκλειο,EL,Greece,929625,929625,929625,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036631,http://cordis.europa.eu/project/id/101036631,PANORAMIX,Providing risk assessments of complex real-life mixtures for the protection of Europe?s citizens and the environment,COORDINATOR,BENEFICIARY,999990655,DK30060946,DANMARKS TEKNISKE UNIVERSITET,HES,Higher or secondary education,KGS LYNGBY,DK012,Københavns omegn,DK,Denmark,854505,854505,854505,08/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036631,http://cordis.europa.eu/project/id/101036631,PANORAMIX,Providing risk assessments of complex real-life mixtures for the protection of Europe?s citizens and the environment,PARTICIPANT,BENEFICIARY,909540774,FR30831373717,PREDITOX,PRC,Private for profit (excl. education),COLOMIERS,FRJ23,Haute-Garonne,FR,France,293333.75,293333.75,293333.75,08/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036631,http://cordis.europa.eu/project/id/101036631,PANORAMIX,Providing risk assessments of complex real-life mixtures for the protection of Europe?s citizens and the environment,PARTICIPANT,BENEFICIARY,947568751,BE0843708374,ALTERTOX,PRC,Private for profit (excl. education),IXELLES,BE100,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,BE,Belgium,226625,226625,226625,08/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036631,http://cordis.europa.eu/project/id/101036631,PANORAMIX,Providing risk assessments of complex real-life mixtures for the protection of Europe?s citizens and the environment,PARTICIPANT,BENEFICIARY,954530344,NL851029279B01,STICHTING VU,HES,Higher or secondary education,AMSTERDAM,NL329,Groot-Amsterdam,NL,Netherlands,721872.5,721872.5,721872.5,08/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036631,http://cordis.europa.eu/project/id/101036631,PANORAMIX,Providing risk assessments of complex real-life mixtures for the protection of Europe?s citizens and the environment,PARTICIPANT,BENEFICIARY,986014022,FR6313000853500010,"ECOLE NATIONALE VETERINAIRE, AGROALIMENTAIRE ET DE L'ALIMENTATION NANTES ATLANTIQUE",HES,Higher or secondary education,"NANTES",FRG01,Loire-Atlantique,FR,France,268125,268125,418125,08/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036631,http://cordis.europa.eu/project/id/101036631,PANORAMIX,Providing risk assessments of complex real-life mixtures for the protection of Europe?s citizens and the environment,PARTICIPANT,BENEFICIARY,995999493,DE191603142,BIOMAX INFORMATICS AG,PRC,Private for profit (excl. education),PLANEGG,DED21,"Dresden, Kreisfreie Stadt",DE,Germany,324812.5,324812.5,324812.5,08/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036631,http://cordis.europa.eu/project/id/101036631,PANORAMIX,Providing risk assessments of complex real-life mixtures for the protection of Europe?s citizens and the environment,PARTICIPANT,BENEFICIARY,998771171,-,BUNDESINSTITUT FUER RISIKOBEWERTUNG,REC,Research organisations,BERLIN,DE300,Berlin,DE,Germany,445337.5,445337.5,445337.5,08/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036631,http://cordis.europa.eu/project/id/101036631,PANORAMIX,Providing risk assessments of complex real-life mixtures for the protection of Europe?s citizens and the environment,PARTICIPANT,BENEFICIARY,999602073,DK29190909,REGION SYDDANMARK,PUB,Public body (excl. research and education),VEJLE,DK032,Sydjylland,DK,Denmark,157500,157500,157500,08/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036631,http://cordis.europa.eu/project/id/101036631,PANORAMIX,Providing risk assessments of complex real-life mixtures for the protection of Europe?s citizens and the environment,PARTICIPANT,BENEFICIARY,999749610,GB223518191,BRUNEL UNIVERSITY LONDON,HES,Higher or secondary education,UXBRIDGE,UKI74,Harrow and Hillingdon,UK,United Kingdom,209375,209375,209375,08/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036631,http://cordis.europa.eu/project/id/101036631,PANORAMIX,Providing risk assessments of complex real-life mixtures for the protection of Europe?s citizens and the environment,PARTICIPANT,BENEFICIARY,999904616,DK29283958,SYDDANSK UNIVERSITET,HES,Higher or secondary education,ODENSE M,DK031,Fyn,DK,Denmark,237500,237500,237500,08/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036631,http://cordis.europa.eu/project/id/101036631,PANORAMIX,Providing risk assessments of complex real-life mixtures for the protection of Europe?s citizens and the environment,PARTICIPANT,BENEFICIARY,999994632,DE141507065,HELMHOLTZ-ZENTRUM FUR UMWELTFORSCHUNG GMBH - UFZ,REC,Research organisations,LEIPZIG,DED51,"Leipzig, Kreisfreie Stadt",DE,Germany,582106.25,582106.25,582106.25,08/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036631,http://cordis.europa.eu/project/id/101036631,PANORAMIX,Providing risk assessments of complex real-life mixtures for the protection of Europe?s citizens and the environment,PARTICIPANT,THIRDPARTY,999993274,FR57180070039,"INSTITUT NATIONAL DE RECHERCHE POUR L'AGRICULTURE, L'ALIMENTATION ET L'ENVIRONNEMENT",REC,Research organisations,PARIS CEDEX 07,FR101,Paris,FR,France,150000,150000,150000,08/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036702,http://cordis.europa.eu/project/id/101036702,LIFESAVER,Living Impact on Fetal Evolution: Shelter-Analyze-Validate-Empower Regulations,COORDINATOR,BENEFICIARY,999706445,IT00599320223,ENGINSOFT SPA,PRC,Private for profit (excl. education),TRENTO,ITH20,Trento,IT,Italy,799925,799925,799925,28/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036702,http://cordis.europa.eu/project/id/101036702,LIFESAVER,Living Impact on Fetal Evolution: Shelter-Analyze-Validate-Empower Regulations,PARTICIPANT,BENEFICIARY,892061180,PT515769053,I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,REC,Research organisations,PORTO,PT11A,Área Metropolitana do Porto,PT,Portugal,512562.5,512562.5,512562.5,28/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036702,http://cordis.europa.eu/project/id/101036702,LIFESAVER,Living Impact on Fetal Evolution: Shelter-Analyze-Validate-Empower Regulations,PARTICIPANT,BENEFICIARY,896808942,-,THE PLANET CALLS COMPANY LIMITED BY GUARANTEE,REC,Research organisations,DUBLIN,IE061,Dublin,IE,Ireland,335162.5,335162.5,335162.5,28/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036702,http://cordis.europa.eu/project/id/101036702,LIFESAVER,Living Impact on Fetal Evolution: Shelter-Analyze-Validate-Empower Regulations,PARTICIPANT,BENEFICIARY,915649931,FI27949232,SEQVERA LTD. OY,PRC,Private for profit (excl. education),HELSINKI,FI1B1,Helsinki-Uusimaa,FI,Finland,404950,404950,404950,28/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036702,http://cordis.europa.eu/project/id/101036702,LIFESAVER,Living Impact on Fetal Evolution: Shelter-Analyze-Validate-Empower Regulations,PARTICIPANT,BENEFICIARY,918520743,MT22447737,MALTA LIFE SCIENCES CENTRE LIMITED,PRC,Private for profit (excl. education),PIETA,MT001,Malta,MT,Malta,169612.5,169612.5,169612.5,28/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036702,http://cordis.europa.eu/project/id/101036702,LIFESAVER,Living Impact on Fetal Evolution: Shelter-Analyze-Validate-Empower Regulations,PARTICIPANT,BENEFICIARY,920200007,SE559050505201,CELLINK AB,PRC,Private for profit (excl. education),GOTEBORG,SE232,Västra Götalands län,SE,Sweden,423112.5,423112.5,423112.5,28/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036702,http://cordis.europa.eu/project/id/101036702,LIFESAVER,Living Impact on Fetal Evolution: Shelter-Analyze-Validate-Empower Regulations,PARTICIPANT,BENEFICIARY,949958443,BE0455422324,PRO-ACTIVE,PRC,Private for profit (excl. education),WATERLOO,BE310,Arr. Nivelles,BE,Belgium,421950,421950,421950,28/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036702,http://cordis.europa.eu/project/id/101036702,LIFESAVER,Living Impact on Fetal Evolution: Shelter-Analyze-Validate-Empower Regulations,PARTICIPANT,BENEFICIARY,954636462,FR19531301174,ELVESYS,PRC,Private for profit (excl. education),PARIS,FR101,Paris,FR,France,528062,528062,528062.5,28/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036702,http://cordis.europa.eu/project/id/101036702,LIFESAVER,Living Impact on Fetal Evolution: Shelter-Analyze-Validate-Empower Regulations,PARTICIPANT,BENEFICIARY,961596406,ATU66244913,EVERCYTE GMBH,PRC,Private for profit (excl. education),WIEN,AT130,Wien,AT,Austria,427862.5,427862.5,427862.5,28/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036702,http://cordis.europa.eu/project/id/101036702,LIFESAVER,Living Impact on Fetal Evolution: Shelter-Analyze-Validate-Empower Regulations,PARTICIPANT,BENEFICIARY,968502321,BE0463832719,IDEA STRATEGISCHE ECONOMISCHE CONSULTING,PRC,Private for profit (excl. education),BRUSSEL,BE100,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,BE,Belgium,411450,411450,411450,28/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036702,http://cordis.europa.eu/project/id/101036702,LIFESAVER,Living Impact on Fetal Evolution: Shelter-Analyze-Validate-Empower Regulations,PARTICIPANT,BENEFICIARY,988145985,PT508633346,LABORATORIO IBERICO INTERNACIONAL DE NANOTECNOLOGIA LIN,REC,Research organisations,BRAGA,PT112,Cávado,PT,Portugal,397750,397750,397750,28/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036702,http://cordis.europa.eu/project/id/101036702,LIFESAVER,Living Impact on Fetal Evolution: Shelter-Analyze-Validate-Empower Regulations,PARTICIPANT,BENEFICIARY,998627805,IT09261710017,ISTITUTO NAZIONALE DI RICERCA METROLOGICA,REC,Research organisations,TORINO,ITC11,Torino,IT,Italy,401700,401700,401700,28/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036702,http://cordis.europa.eu/project/id/101036702,LIFESAVER,Living Impact on Fetal Evolution: Shelter-Analyze-Validate-Empower Regulations,PARTICIPANT,BENEFICIARY,999915771,IT02133120150,UNIVERSITA CATTOLICA DEL SACRO CUORE,HES,Higher or secondary education,MILANO,ITC4C,Milano,IT,Italy,335687.5,335687.5,501437.5,28/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036702,http://cordis.europa.eu/project/id/101036702,LIFESAVER,Living Impact on Fetal Evolution: Shelter-Analyze-Validate-Empower Regulations,PARTICIPANT,BENEFICIARY,999978045,IE0022578J,"NATIONAL UNIVERSITY OF IRELAND GALWAY",HES,Higher or secondary education,GALWAY,IE042,West,IE,Ireland,400975,400975,400975,28/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101036702,http://cordis.europa.eu/project/id/101036702,LIFESAVER,Living Impact on Fetal Evolution: Shelter-Analyze-Validate-Empower Regulations,PARTICIPANT,THIRDPARTY,968656648,IT02663120984,FONDAZIONE POLIAMBULANZA,REC,Research organisations,BRESCIA,ITC47,Brescia,IT,Italy,165750,165750,165750,28/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/11/2021,31/10/2025,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101037090,http://cordis.europa.eu/project/id/101037090,ALTERNATIVE,environmentAL Toxicity chEmical mixtuRes through aN innovative platform based on aged cardiac tissue model,COORDINATOR,BENEFICIARY,999977754,IT00518460019,POLITECNICO DI TORINO,HES,Higher or secondary education,TORINO,ITC11,Torino,IT,Italy,592300,592300,592300,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2024,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101037090,http://cordis.europa.eu/project/id/101037090,ALTERNATIVE,environmentAL Toxicity chEmical mixtuRes through aN innovative platform based on aged cardiac tissue model,PARTICIPANT,BENEFICIARY,906160809,BE0693876830,SCIENSANO,REC,Research organisations,ELSENE,BE100,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,BE,Belgium,460051,460051,460051,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2024,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101037090,http://cordis.europa.eu/project/id/101037090,ALTERNATIVE,environmentAL Toxicity chEmical mixtuRes through aN innovative platform based on aged cardiac tissue model,PARTICIPANT,BENEFICIARY,912292082,BG126723625,SI ES TI EOOD,PRC,Private for profit (excl. education),SVILENGRAD,BG422,Хасково,BG,Bulgaria,198750,198750,198750,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2024,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101037090,http://cordis.europa.eu/project/id/101037090,ALTERNATIVE,environmentAL Toxicity chEmical mixtuRes through aN innovative platform based on aged cardiac tissue model,PARTICIPANT,BENEFICIARY,928030235,ESG66210345,FUNDACIO EURECAT,REC,Research organisations,CERDANYOLA DEL VALLES (BARCELONA),ES511,Barcelona,ES,Spain,1439437.5,1439437.5,1439437.5,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2024,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
