project_id,pic,partner_role,pillar_abbr,pillar_descr,thematic_priority_abbr,signature_date,call_deadline_date,eu_contribution,legal_name,legal_short_name,legal_entity_type,country_code,legal_url,ec_contribution,net_ec_contribution,project_acronym,thematic_priority,topic_code,topic_description,participations,framework_programme,start_date,end_date,legal_basis,funding_scheme,country,re_contribution,pillar,signature_year,call_year,start_year
633053,932760440,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,4713341.26,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,VTT,REC,FI,http://www.vtt.fi,12738980.77,4713341.26,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Finland,4713341.26,Euratom,2014,2016,2014
633053,954722113,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,3510849.23,WIGNER FIZIKAI KUTATOKOZPONT,Wigner RCP,REC,HU,http://www.wigner.mta.hu,4595262.15,3510849.23,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Hungary,3510849.23,Euratom,2014,2016,2014
633053,969818320,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,1210025.55,"NATIONAL SCIENCE CENTER KHARKOV INSTITUTE OF PHYSICS AND TECHNOLOGY",NSC KIPT,REC,UA,NA,1450435.64,1210025.55,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Ukraine,1210025.55,Euratom,2014,2016,2014
633053,990797674,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,53003447.38,KARLSRUHER INSTITUT FUER TECHNOLOGIE,KIT,HES,DE,http://www.kit.edu,53003447.38,53003447.38,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Germany,53003447.38,Euratom,2014,2016,2014
633053,998809001,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,3978021.97,"Ústav fyziky plazmatu AV ČR, v. v. i.",IPP,REC,CZ,www.ipp.cas.cz,7405673.53,3978021.97,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Czechia,3978021.97,Euratom,2014,2016,2014
633053,998811911,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,79771193.27,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,CCFE,REC,UK,http://www.ukaea.org.uk,79771193.27,79771193.27,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,United Kingdom,79771193.27,Euratom,2014,2016,2014
633053,999482181,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,383444.58,INSTITUTE OF NUCLEAR RESEARCH AND NUCLEAR ENERGY - BULGARIAN ACADEMY OF SCIENCES,INRNE,REC,BG,http://www.inrne.bas.bg,546726.4,383444.58,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Bulgaria,383444.58,Euratom,2014,2016,2014
633053,999517683,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,674483.09,LIETUVOS ENERGETIKOS INSTITUTAS,LEI,REC,LT,http://www.lei.lt,674483.09,674483.09,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Lithuania,674483.09,Euratom,2014,2016,2014
633053,999586165,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,125658.87,VETENSKAPSRADET - SWEDISH RESEARCH COUNCIL,SRC,PUB,SE,http://www.vr.se,11582159.14,125658.87,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Sweden,125658.87,Euratom,2014,2016,2014
633053,999614877,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,19952733,"CENTRO DE INVESTIGACIONES ENERGETICAS, MEDIOAMBIENTALES Y TECNOLOGICAS-CIEMAT",CIEMAT,REC,ES,http://www.ciemat.es,36252022.52,19952733,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Spain,19952733,Euratom,2014,2016,2014
633053,999624092,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,9244861.99,STICHTING NEDERLANDSE WETENSCHAPPELIJK ONDERZOEK INSTITUTEN,NWO-I,REC,NL,http://www.fom.nl,11798966.67,9244861.99,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Netherlands,9244861.99,Euratom,2014,2016,2014
633053,999787828,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,5499290.76,INSTYTUT FIZYKI PLAZMY I LASEROWEJ MIKROSYNTEZY IM. SYLWESTRA KALISKIEGO,INSTITUTE OF PLASMA PHYSICS AND LASER MICROFUSION,REC,PL,http://www.ifpilm.pl,10419306.71,5499290.76,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Poland,5499290.76,Euratom,2014,2016,2014
633053,999823912,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,531913.25,OESTERREICHISCHE AKADEMIE DER WISSENSCHAFTEN,OEAW,REC,AT,http://www.oeaw.ac.at,5572714.85,531913.25,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Austria,531913.25,Euratom,2014,2016,2014
633053,999831284,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,126368.96,INSTITUTUL DE FIZICA ATOMICA,NA,OTH,RO,NA,4394231.66,126368.96,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Romania,126368.96,Euratom,2014,2016,2014
633053,999831575,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,6876437.78,ECOLE ROYALE MILITAIRE - KONINKLIJKE MILITAIRE SCHOOL,NA,HES,BE,www.sic.rma.ac.be,18175169.91,6876437.78,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Belgium,6876437.78,Euratom,2014,2016,2014
633053,999835843,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,127033.15,UNIVERSITY OF CYPRUS,UCY,HES,CY,http://www.ucy.ac.cy,127033.15,127033.15,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Cyprus,127033.15,Euratom,2014,2016,2014
633053,999841566,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,1335389.45,UNIVERZITA KOMENSKEHO V BRATISLAVE,UK BA,HES,SK,http://www.uniba.sk,1345976.95,1335389.45,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Slovakia,1335389.45,Euratom,2014,2016,2014
633053,999852139,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,2077712.74,LATVIJAS UNIVERSITATES CIETVIELU FIZIKAS INSTITUTS,"INSTITUTE OF SOLID STATE PHYSICS, UNIVERSITY OF LATVIA",HES,LV,NA,2408744.51,2077712.74,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Latvia,2077712.74,Euratom,2014,2016,2014
633053,999875031,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,1736751.16,RUDER BOSKOVIC INSTITUTE,RBI,REC,HR,http://www.irb.hr,1902582.35,1736751.16,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Croatia,1736751.16,Euratom,2014,2016,2014
633053,999892588,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,893910.38,DUBLIN CITY UNIVERSITY,DCU,HES,IE,http://www.dcu.ie,1353972.25,893910.38,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Ireland,893910.38,Euratom,2014,2016,2014
633053,999895013,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,1066048.21,TARTU ULIKOOL,UNIVERSITY OF TARTU,HES,EE,http://www.ut.ee,1066048.21,1066048.21,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Estonia,1066048.21,Euratom,2014,2016,2014
633053,999971837,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,4479552.79,INSTITUT JOZEF STEFAN,JSI,REC,SI,http://www.ijs.si,5008369.27,4479552.79,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Slovenia,4479552.79,Euratom,2014,2016,2014
633053,999973971,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,31899682.19,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,EPFL,HES,CH,http://www.epfl.ch,32447827.08,31899682.19,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Switzerland,31899682.19,Euratom,2014,2016,2014
633053,999978239,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,1914092.22,"""NATIONAL CENTER FOR SCIENTIFIC RESEARCH """"DEMOKRITOS""""""","""NCSR """"D""""""",REC,EL,http://www.demokritos.gr,4182373.42,1914092.22,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Greece,1914092.22,Euratom,2014,2016,2014
633053,999980470,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,25286450.62,FORSCHUNGSZENTRUM JULICH GMBH,FZJ,REC,DE,http://www.fz-juelich.de,25395565.04,25286450.62,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Germany,25286450.62,Euratom,2014,2016,2014
633053,999988521,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,39400515.42,"AGENZIA NAZIONALE PER LE NUOVE TECNOLOGIE, L'ENERGIA E LO SVILUPPO ECONOMICO SOSTENIBILE",ITALIAN NATIONALAGENCY NEW TECHNOLOGIES ENERGY SUS,REC,IT,http://www.enea.it,102051299.99,39400515.42,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Italy,39400515.42,Euratom,2014,2016,2014
633053,999990655,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,4906713.28,DANMARKS TEKNISKE UNIVERSITET,DTU,HES,DK,http://www.dtu.dk,4934213.28,4906713.28,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Denmark,4906713.28,Euratom,2014,2016,2014
633053,999992401,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,56996501.93,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,CEA,REC,FR,http://www.cea.fr,69819516.14,56996501.93,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,France,56996501.93,Euratom,2014,2016,2014
633053,999992983,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,9986437.21,INSTITUTO SUPERIOR TECNICO,IST,HES,PT,http://www.ist.utl.pt,10089562.21,9986437.21,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Portugal,9986437.21,Euratom,2014,2016,2014
633053,896053506,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,0,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,0,Euratom,2014,2016,2014
633053,897067059,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,119402.79,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,119402.79,Euratom,2014,2016,2014
633053,897379108,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,0,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,0,Euratom,2014,2016,2014
633053,897482801,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,433297.53,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,433297.53,Euratom,2014,2016,2014
633053,897691060,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,0,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,0,Euratom,2014,2016,2014
633053,899933021,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,16500,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,16500,Euratom,2014,2016,2014
633053,902999288,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,359602.95,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,359602.95,Euratom,2014,2016,2014
633053,909875521,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,144254.82,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,144254.82,Euratom,2014,2016,2014
633053,910186018,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,0,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,0,Euratom,2014,2016,2014
633053,918454492,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,735625,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,735625,Euratom,2014,2016,2014
633053,924773848,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,86065.21,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,86065.21,Euratom,2014,2016,2014
633053,935928169,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,752056.25,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,752056.25,Euratom,2014,2016,2014
633053,941148418,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,715970.4,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,715970.4,Euratom,2014,2016,2014
633053,942221820,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,523588.74,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,523588.74,Euratom,2014,2016,2014
633053,944762056,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,0,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,0,Euratom,2014,2016,2014
633053,949735440,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,352007.15,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,352007.15,Euratom,2014,2016,2014
633053,954718427,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,7087405.77,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,7087405.77,Euratom,2014,2016,2014
633053,954721919,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,802537.92,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,802537.92,Euratom,2014,2016,2014
633053,954831626,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,765719.35,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,765719.35,Euratom,2014,2016,2014
633053,954983722,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,103125,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,103125,Euratom,2014,2016,2014
633053,955518483,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,2832796.29,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,2832796.29,Euratom,2014,2016,2014
633053,962828306,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,359455.84,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,359455.84,Euratom,2014,2016,2014
633053,966342422,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,0,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,0,Euratom,2014,2016,2014
633053,966696472,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,0,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,0,Euratom,2014,2016,2014
633053,967086412,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,0,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,0,Euratom,2014,2016,2014
633053,970296336,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,95412.99,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,95412.99,Euratom,2014,2016,2014
633053,972636267,Participant,Euratom,Euratom Research and Training Programme,EURATOM,2014-09-30,2016-06-29,0,NA,NA,NA,NA,NA,NA,NA,EUROfusion,Euratom,EURATOM,EURATOM,207,H2020,2014-01-01,2022-12-31,H2020-Euratom,COFUND-EJP,Namibia,0,Euratom,2014,2016,2014
